"line_number","x","y","UTC_Timestamp","seconds","epoch_time_in_seconds_start"
"0","33.58739837398374","18.851626016260155","1661202577.152","0","1661202577.152"
"0","33.739837398373986","18.699186991869922","1661202577.152","0",""
"1","18.445121951219512","25.76219512195121","1661202578.134","0.982",""
"1","18.597560975609756","25.609756097560975","1661202578.134","0.982",""
"2","12.347560975609756","38.71951219512195","1661202578.951","1.799",""
"2","12.5","38.5670731707317","1661202578.951","1.799",""
"3","10.670731707317072","51.27032520325203","1661202579.727","2.575",""
"3","10.823170731707316","51.11788617886179","1661202579.727","2.575",""
"4","13.617886178861788","71.08739837398375","1661202580.586","3.434",""
"4","13.770325203252032","70.9349593495935","1661202580.586","3.434",""
"5","26.117886178861788","86.4329268292683","1661202581.495","4.343",""
"5","26.270325203252032","86.28048780487805","1661202581.495","4.343",""
"6","35.3150406504065","91.66666666666667","1661202582.612","5.46",""
"6","35.46747967479675","91.51422764227642","1661202582.612","5.46",""
"7","50.101626016260155","90.59959349593495","1661202584.188","7.036",""
"7","50.25406504065041","90.44715447154472","1661202584.188","7.036",""
"8","60.16260162601627","90.70121951219512","1661202585.539","8.387",""
"8","60.3150406504065","90.54878048780488","1661202585.539","8.387",""
"9","73.22154471544715","92.88617886178862","1661202586.548","9.396",""
"9","73.3739837398374","92.73373983739837","1661202586.548","9.396",""
"10","76.93089430894308","89.22764227642276","1661202587.782","10.63",""
"10","76.880081300813","88.21138211382114","1661202588.296","11.144",""
"10","76.880081300813","88.16056910569105","1661202588.317","11.165",""
"10","76.880081300813","88.10975609756098","1661202588.334","11.182",""
"10","76.82926829268293","88.10975609756098","1661202588.342","11.19",""
"10","76.82926829268293","88.0589430894309","1661202588.359","11.207",""
"10","76.77845528455285","88.0589430894309","1661202588.375","11.223",""
"10","76.77845528455285","88.0081300813008","1661202588.395","11.243",""
"10","76.72764227642277","88.0081300813008","1661202588.428","11.276",""
"10","76.67682926829268","88.0081300813008","1661202588.459","11.307",""
"10","76.6260162601626","88.0081300813008","1661202588.475","11.323",""
"10","76.6260162601626","87.95731707317073","1661202588.483","11.331",""
"10","76.57520325203252","87.95731707317073","1661202588.492","11.34",""
"10","76.57520325203252","87.90650406504065","1661202588.5","11.348",""
"10","76.52439024390245","87.90650406504065","1661202588.509","11.357",""
"10","76.52439024390245","87.85569105691057","1661202588.517","11.365",""
"10","76.47357723577237","87.8048780487805","1661202588.534","11.382",""
"10","76.42276422764228","87.8048780487805","1661202588.542","11.39",""
"10","76.42276422764228","87.7540650406504","1661202588.551","11.399",""
"10","76.3719512195122","87.7540650406504","1661202588.559","11.407",""
"10","76.3211382113821","87.7540650406504","1661202588.576","11.424",""
"10","76.3211382113821","87.70325203252033","1661202588.584","11.432",""
"10","76.27032520325203","87.70325203252033","1661202588.592","11.44",""
"10","76.27032520325203","87.65243902439025","1661202588.6","11.448",""
"10","76.21951219512195","87.60162601626016","1661202588.609","11.457",""
"10","76.1178861788618","87.55081300813008","1661202588.617","11.465",""
"10","76.0670731707317","87.44918699186992","1661202588.625","11.473",""
"10","76.01626016260163","87.34756097560975","1661202588.634","11.482",""
"10","75.91463414634147","87.2459349593496","1661202588.642","11.49",""
"10","75.8130081300813","87.04268292682927","1661202588.65","11.498",""
"10","75.71138211382113","86.89024390243902","1661202588.659","11.507",""
"10","75.5589430894309","86.6869918699187","1661202588.667","11.515",""
"10","75.45731707317073","86.53455284552845","1661202588.676","11.524",""
