"line_number","x","y","UTC_Timestamp","seconds","epoch_time_in_seconds_start"
"0","49.74593495934959","48.983739837398375","1652766065.677","0","1652766065.677"
"0","49.74593495934959","48.983739837398375","1652766065.681","0.004",""
"0","49.74593495934959","49.08536585365854","1652766065.687","0.01",""
"0","49.69512195121951","49.08536585365854","1652766065.695","0.018",""
"0","49.69512195121951","49.136178861788615","1652766065.703","0.026",""
"0","49.69512195121951","49.18699186991869","1652766065.711","0.034",""
"0","49.69512195121951","49.237804878048784","1652766065.72","0.043",""
"0","49.69512195121951","49.237804878048784","1652766065.728","0.051",""
"0","49.69512195121951","49.28861788617886","1652766065.737","0.06",""
"0","49.69512195121951","49.28861788617886","1652766065.746","0.069",""
"0","49.69512195121951","49.28861788617886","1652766065.754","0.077",""
"0","49.69512195121951","49.33943089430895","1652766065.762","0.085",""
"0","49.69512195121951","49.33943089430895","1652766065.77","0.093",""
"0","49.644308943089435","49.390243902439025","1652766065.779","0.102",""
"0","49.644308943089435","49.390243902439025","1652766065.787","0.11",""
"0","49.644308943089435","49.4410569105691","1652766065.795","0.118",""
"0","49.59349593495935","49.49186991869918","1652766065.804","0.127",""
"0","49.59349593495935","49.54268292682927","1652766065.812","0.135",""
"0","49.59349593495935","49.59349593495935","1652766065.821","0.144",""
"0","49.542682926829265","49.644308943089435","1652766065.829","0.152",""
"0","49.542682926829265","49.69512195121951","1652766065.837","0.16",""
"0","49.49186991869919","49.79674796747967","1652766065.846","0.169",""
"0","49.49186991869919","49.84756097560976","1652766065.854","0.177",""
"0","49.4410569105691","49.94918699186992","1652766065.862","0.185",""
"0","49.4410569105691","50.05081300813008","1652766065.871","0.194",""
"0","49.4410569105691","50.15243902439025","1652766065.879","0.202",""
"0","49.390243902439025","50.25406504065041","1652766065.887","0.21",""
"0","49.390243902439025","50.355691056910565","1652766065.896","0.219",""
"0","49.390243902439025","50.457317073170735","1652766065.904","0.227",""
"0","49.390243902439025","50.5589430894309","1652766065.912","0.235",""
"0","49.33943089430895","50.71138211382114","1652766065.921","0.244",""
"0","49.33943089430895","50.8130081300813","1652766065.929","0.252",""
"0","49.33943089430895","50.91463414634146","1652766065.937","0.26",""
"0","49.28861788617886","51.016260162601625","1652766065.946","0.269",""
"0","49.28861788617886","51.11788617886179","1652766065.954","0.277",""
"0","49.23780487804878","51.21951219512195","1652766065.962","0.285",""
"0","49.1869918699187","51.32113821138211","1652766065.971","0.294",""
"0","49.136178861788615","51.3719512195122","1652766065.979","0.302",""
"0","49.08536585365854","51.47357723577235","1652766065.987","0.31",""
"0","48.983739837398375","51.52439024390244","1652766065.996","0.319",""
"0","48.93292682926829","51.57520325203252","1652766066.004","0.327",""
"0","48.831300813008134","51.6260162601626","1652766066.012","0.335",""
"0","48.72967479674797","51.676829268292686","1652766066.021","0.344",""
"0","48.6280487804878","51.72764227642276","1652766066.029","0.352",""
"0","48.52642276422765","51.77845528455284","1652766066.037","0.36",""
"0","48.42479674796748","51.77845528455284","1652766066.046","0.369",""
"0","48.323170731707314","51.829268292682926","1652766066.054","0.377",""
"0","48.22154471544716","51.829268292682926","1652766066.062","0.385",""
"0","48.06910569105691","51.88008130081301","1652766066.071","0.394",""
"0","47.96747967479675","51.88008130081301","1652766066.079","0.402",""
"0","47.86585365853659","51.88008130081301","1652766066.087","0.41",""
"0","47.764227642276424","51.88008130081301","1652766066.096","0.419",""
"0","47.66260162601626","51.88008130081301","1652766066.104","0.427",""
"0","47.510162601626014","51.88008130081301","1652766066.112","0.435",""
"0","47.40853658536585","51.88008130081301","1652766066.121","0.444",""
"0","47.30691056910569","51.829268292682926","1652766066.129","0.452",""
"0","47.20528455284553","51.77845528455284","1652766066.137","0.46",""
"0","47.103658536585364","51.676829268292686","1652766066.146","0.469",""
"0","47.0020325203252","51.6260162601626","1652766066.154","0.477",""
"0","46.84959349593496","51.52439024390244","1652766066.162","0.485",""
"0","46.79878048780488","51.422764227642276","1652766066.171","0.494",""
"0","46.697154471544714","51.32113821138211","1652766066.179","0.502",""
"0","46.59552845528455","51.21951219512195","1652766066.187","0.51",""
"0","46.54471544715447","51.11788617886179","1652766066.196","0.519",""
"0","46.493902439024396","51.016260162601625","1652766066.204","0.527",""
