"line_number","x","y","UTC_Timestamp","seconds","epoch_time_in_seconds_start"
"0","50.101626016260155","49.69512195121951","1658724090.549","0","1658724090.549"
"0","50.101626016260155","49.69512195121951","1658724090.555","0.006",""
"0","50.101626016260155","49.69512195121951","1658724090.561","0.012",""
"0","50.101626016260155","49.69512195121951","1658724090.57","0.021",""
"0","50.101626016260155","49.69512195121951","1658724090.575","0.026",""
"0","50.101626016260155","49.69512195121951","1658724090.585","0.036",""
"0","50.101626016260155","49.69512195121951","1658724090.592","0.043",""
"0","50.101626016260155","49.69512195121951","1658724090.601","0.052",""
"0","50.101626016260155","49.69512195121951","1658724090.609","0.06",""
"0","50.101626016260155","49.69512195121951","1658724090.617","0.068",""
"0","50.101626016260155","49.69512195121951","1658724090.626","0.077",""
"0","50.101626016260155","49.69512195121951","1658724090.634","0.085",""
"0","50.101626016260155","49.69512195121951","1658724090.642","0.093",""
"0","50.101626016260155","49.69512195121951","1658724090.651","0.102",""
"0","50.101626016260155","49.69512195121951","1658724090.659","0.11",""
"0","50.101626016260155","49.69512195121951","1658724090.667","0.118",""
"0","50.101626016260155","49.69512195121951","1658724090.677","0.128",""
"0","50.101626016260155","49.69512195121951","1658724090.685","0.136",""
"0","50.101626016260155","49.69512195121951","1658724090.693","0.144",""
"0","50.101626016260155","49.69512195121951","1658724090.702","0.153",""
"0","50.101626016260155","49.69512195121951","1658724090.703","0.154",""
"0","50.101626016260155","49.69512195121951","1658724090.71","0.161",""
"0","50.101626016260155","49.69512195121951","1658724090.72","0.171",""
"0","50.101626016260155","49.69512195121951","1658724090.72","0.171",""
"0","50.101626016260155","49.69512195121951","1658724090.726","0.177",""
"0","50.101626016260155","49.69512195121951","1658724090.734","0.185",""
"0","50.101626016260155","49.69512195121951","1658724090.743","0.194",""
"0","50.101626016260155","49.69512195121951","1658724090.751","0.202",""
"0","50.101626016260155","49.69512195121951","1658724090.759","0.21",""
"0","50.101626016260155","49.69512195121951","1658724090.769","0.22",""
"0","50.101626016260155","49.69512195121951","1658724090.776","0.227",""
"0","50.101626016260155","49.69512195121951","1658724090.785","0.236",""
"0","50.101626016260155","49.69512195121951","1658724090.794","0.245",""
"0","50.101626016260155","49.69512195121951","1658724090.795","0.246",""
"0","50.101626016260155","49.69512195121951","1658724090.803","0.254",""
"0","50.101626016260155","49.69512195121951","1658724090.809","0.26",""
"0","50.101626016260155","49.69512195121951","1658724090.818","0.269",""
"0","50.101626016260155","49.69512195121951","1658724090.826","0.277",""
"0","50.101626016260155","49.69512195121951","1658724090.834","0.285",""
"0","50.101626016260155","49.69512195121951","1658724090.843","0.294",""
"0","50.101626016260155","49.69512195121951","1658724090.851","0.302",""
"0","50.101626016260155","49.69512195121951","1658724090.86","0.311",""
"0","50.101626016260155","49.69512195121951","1658724090.868","0.319",""
"0","50.101626016260155","49.69512195121951","1658724090.877","0.328",""
"0","50.101626016260155","49.69512195121951","1658724090.886","0.337",""
"0","50.101626016260155","49.69512195121951","1658724090.887","0.338",""
"0","50.101626016260155","49.69512195121951","1658724090.895","0.346",""
"0","50.101626016260155","49.69512195121951","1658724090.895","0.346",""
"0","50.101626016260155","49.69512195121951","1658724090.904","0.355",""
"0","50.101626016260155","49.69512195121951","1658724090.913","0.364",""
"0","50.101626016260155","49.69512195121951","1658724090.913","0.364",""
"0","50.101626016260155","49.69512195121951","1658724090.922","0.373",""
"0","50.101626016260155","49.69512195121951","1658724090.926","0.377",""
"0","50.101626016260155","49.69512195121951","1658724090.934","0.385",""
"0","50.101626016260155","49.69512195121951","1658724090.943","0.394",""
"0","50.101626016260155","49.69512195121951","1658724090.951","0.402",""
"0","50.101626016260155","49.69512195121951","1658724090.959","0.41",""
"0","50.101626016260155","49.69512195121951","1658724090.968","0.419",""
"0","50.101626016260155","49.69512195121951","1658724090.978","0.429",""
"0","50.101626016260155","49.69512195121951","1658724090.985","0.436",""
"0","50.101626016260155","49.69512195121951","1658724090.994","0.445",""
"0","50.101626016260155","49.69512195121951","1658724090.995","0.446",""
"0","50.101626016260155","49.69512195121951","1658724091.003","0.454",""
"0","50.101626016260155","49.69512195121951","1658724091.009","0.46",""
"0","50.101626016260155","49.69512195121951","1658724091.018","0.469",""
"0","50.101626016260155","49.69512195121951","1658724091.026","0.477",""
"0","50.101626016260155","49.69512195121951","1658724091.035","0.486",""
"0","50.101626016260155","49.69512195121951","1658724091.043","0.494",""
"0","50.101626016260155","49.69512195121951","1658724091.051","0.502",""
"0","50.101626016260155","49.69512195121951","1658724091.06","0.511",""
"0","50.101626016260155","49.69512195121951","1658724091.068","0.519",""
"0","50.101626016260155","49.69512195121951","1658724091.076","0.527",""
"0","50.101626016260155","49.69512195121951","1658724091.085","0.536",""
"0","50.101626016260155","49.69512195121951","1658724091.093","0.544",""
"0","50.101626016260155","49.69512195121951","1658724091.102","0.553",""
"0","50.101626016260155","49.69512195121951","1658724091.11","0.561",""
"0","50.101626016260155","49.69512195121951","1658724091.118","0.569",""
"0","50.101626016260155","49.69512195121951","1658724091.127","0.578",""
"0","50.101626016260155","49.69512195121951","1658724091.136","0.587",""
"0","50.101626016260155","49.69512195121951","1658724091.137","0.588",""
"0","50.101626016260155","49.69512195121951","1658724091.144","0.595",""
"0","50.101626016260155","49.69512195121951","1658724091.151","0.602",""
"0","50.101626016260155","49.69512195121951","1658724091.16","0.611",""
"0","50.101626016260155","49.69512195121951","1658724091.168","0.619",""
"0","50.101626016260155","49.69512195121951","1658724091.176","0.627",""
"0","50.101626016260155","49.69512195121951","1658724091.185","0.636",""
